0,0,0,-0.094936709,-0.056962025,-0.183544304,-0.196202532,-0.234177215,-0.341772152,-0.259493671,-0.493670886,-0.107594937,-0.417721519,-0.151898734,-0.639240506,-0.17721519,-0.772151899,-0.196202532,-0.892405063,-0.03164557,-0.455696203,-0.056962025,-0.708860759,-0.069620253,-0.867088608,-0.075949367,-1,0.037974684,-0.443037975,0.03164557,-0.683544304,0.025316456,-0.829113924,0.018987342,-0.955696203,0.113924051,-0.398734177,0.120253165,-0.575949367,0.120253165,-0.702531646,0.126582278,-0.803797468
0,0,0,-0.107142857,-0.125,-0.178571429,-0.297619048,-0.220238095,-0.452380952,-0.244047619,-0.583333333,-0.101190476,-0.494047619,-0.136904762,-0.678571429,-0.154761905,-0.80952381,-0.172619048,-0.922619048,-0.029761905,-0.529761905,-0.047619048,-0.726190476,-0.05952381,-0.869047619,-0.06547619,-1,0.035714286,-0.523809524,0.029761905,-0.720238095,0.023809524,-0.863095238,0.017857143,-0.994047619,0.107142857,-0.482142857,0.119047619,-0.648809524,0.119047619,-0.761904762,0.113095238,-0.875
0,0,0,-0.104972376,-0.08839779,-0.17679558,-0.254143646,-0.220994475,-0.403314917,-0.243093923,-0.524861878,-0.104972376,-0.475138122,-0.138121547,-0.668508287,-0.165745856,-0.79558011,-0.187845304,-0.900552486,-0.038674033,-0.508287293,-0.060773481,-0.723756906,-0.077348066,-0.872928177,-0.08839779,-1,0.027624309,-0.502762431,0.011049724,-0.712707182,0.005524862,-0.856353591,-0.005524862,-0.977900552,0.08839779,-0.458563536,0.093922652,-0.61878453,0.093922652,-0.729281768,0.08839779,-0.82320442
0,0,0,-0.109289617,-0.087431694,-0.180327869,-0.256830601,-0.218579235,-0.409836066,-0.245901639,-0.530054645,-0.109289617,-0.491803279,-0.147540984,-0.683060109,-0.174863388,-0.803278689,-0.196721311,-0.901639344,-0.043715847,-0.524590164,-0.06010929,-0.743169399,-0.076502732,-0.885245902,-0.092896175,-1,0.021857923,-0.513661202,0.010928962,-0.726775956,0,-0.857923497,-0.010928962,-0.967213115,0.076502732,-0.469945355,0.087431694,-0.633879781,0.087431694,-0.743169399,0.087431694,-0.836065574
0,0,0,-0.102150538,-0.091397849,-0.166666667,-0.268817204,-0.204301075,-0.413978495,-0.231182796,-0.543010753,-0.102150538,-0.494623656,-0.139784946,-0.688172043,-0.166666667,-0.806451613,-0.182795699,-0.908602151,-0.037634409,-0.52688172,-0.053763441,-0.747311828,-0.069892473,-0.887096774,-0.080645161,-1,0.02688172,-0.516129032,0.016129032,-0.731182796,0.005376344,-0.860215054,-0.005376344,-0.967741935,0.086021505,-0.467741935,0.096774194,-0.639784946,0.096774194,-0.747311828,0.096774194,-0.844086022
0,0,0,-0.106951872,-0.090909091,-0.176470588,-0.262032086,-0.213903743,-0.417112299,-0.240641711,-0.545454545,-0.106951872,-0.497326203,-0.14973262,-0.689839572,-0.171122995,-0.807486631,-0.192513369,-0.909090909,-0.042780749,-0.529411765,-0.064171123,-0.748663102,-0.080213904,-0.887700535,-0.090909091,-1,0.016042781,-0.518716578,0.005347594,-0.732620321,0,-0.860962567,-0.010695187,-0.973262032,0.07486631,-0.475935829,0.085561497,-0.636363636,0.085561497,-0.743315508,0.085561497,-0.834224599
0,0,0,-0.105263158,-0.094736842,-0.173684211,-0.268421053,-0.205263158,-0.421052632,-0.236842105,-0.547368421,-0.110526316,-0.505263158,-0.147368421,-0.689473684,-0.168421053,-0.8,-0.189473684,-0.9,-0.042105263,-0.531578947,-0.063157895,-0.747368421,-0.078947368,-0.884210526,-0.089473684,-1,0.015789474,-0.521052632,0.010526316,-0.731578947,0,-0.857894737,-0.010526316,-0.968421053,0.073684211,-0.468421053,0.084210526,-0.631578947,0.084210526,-0.731578947,0.084210526,-0.826315789
0,0,0,-0.105820106,-0.08994709,-0.174603175,-0.259259259,-0.206349206,-0.417989418,-0.238095238,-0.55026455,-0.111111111,-0.502645503,-0.148148148,-0.693121693,-0.174603175,-0.80952381,-0.195767196,-0.91005291,-0.042328042,-0.534391534,-0.063492063,-0.751322751,-0.079365079,-0.888888889,-0.095238095,-1,0.015873016,-0.523809524,0.005291005,-0.735449735,0,-0.862433862,-0.015873016,-0.973544974,0.074074074,-0.476190476,0.084656085,-0.64021164,0.084656085,-0.740740741,0.084656085,-0.835978836
0,0,0,-0.09947644,-0.089005236,-0.167539267,-0.267015707,-0.19895288,-0.418848168,-0.230366492,-0.54973822,-0.09947644,-0.502617801,-0.141361257,-0.685863874,-0.167539267,-0.80104712,-0.188481675,-0.90052356,-0.036649215,-0.534031414,-0.057591623,-0.748691099,-0.073298429,-0.884816754,-0.089005236,-1,0.020942408,-0.523560209,0.010471204,-0.727748691,0.005235602,-0.853403141,-0.005235602,-0.968586387,0.078534031,-0.471204188,0.089005236,-0.633507853,0.089005236,-0.738219895,0.089005236,-0.832460733
0,0,0,-0.09947644,-0.094240838,-0.167539267,-0.261780105,-0.19895288,-0.413612565,-0.230366492,-0.539267016,-0.09947644,-0.502617801,-0.141361257,-0.685863874,-0.167539267,-0.80104712,-0.188481675,-0.90052356,-0.036649215,-0.534031414,-0.057591623,-0.748691099,-0.073298429,-0.884816754,-0.089005236,-1,0.020942408,-0.523560209,0.015706806,-0.727748691,0.005235602,-0.858638743,-0.005235602,-0.968586387,0.078534031,-0.476439791,0.089005236,-0.633507853,0.094240838,-0.738219895,0.089005236,-0.832460733
